cgpa,python,java,cpp,sql,machine_learning,deep_learning,data_visualization,web_development,cloud,projects_count,internship,certifications_count,career_role
6.61,0,0,0,1,0,0,0,1,0,3,0,1,Frontend Developer
8.44,1,0,0,1,0,0,0,0,1,5,0,1,Web Developer
8.48,1,0,1,0,1,1,1,0,1,5,1,2,AI Engineer
7.51,1,0,1,1,1,1,1,0,0,7,0,1,AI Engineer
7.26,0,0,0,1,1,0,0,1,1,4,0,6,Cloud Engineer
7.57,1,1,0,1,1,1,1,0,0,5,1,4,Machine Learning Engineer
7.11,1,1,0,1,0,1,0,1,0,3,0,5,Backend Developer
7.91,1,0,0,1,0,0,1,0,0,4,1,3,Business Analyst
8.48,1,1,0,0,0,0,1,1,1,4,0,1,Cloud Engineer
7.13,1,1,0,1,0,0,1,0,0,2,0,2,Business Analyst
7.42,0,0,0,1,1,0,1,0,0,3,0,3,Business Analyst
7.48,1,1,0,1,0,0,1,0,0,3,1,1,Data Analyst
6.93,1,1,0,0,1,0,1,0,0,3,1,3,Data Scientist
6.52,1,1,0,0,0,0,0,1,0,3,0,3,Web Developer
6.97,1,0,0,0,0,0,0,0,0,1,0,1,Software Developer
8.5,1,0,0,1,1,1,1,0,0,3,0,2,Data Scientist
8.6,1,1,0,0,0,0,0,1,0,4,1,2,Backend Developer
7.75,1,1,1,1,0,0,0,1,1,6,0,2,Cloud Engineer
8.14,1,0,1,1,1,0,1,0,0,4,0,3,Data Analyst
7.54,0,0,0,1,1,1,1,0,1,2,1,1,Data Scientist
8.66,0,1,0,1,1,0,1,0,0,4,0,4,Data Scientist
8.07,0,1,1,1,1,0,0,0,1,4,0,0,Software Developer
9.18,1,1,1,1,1,1,1,1,1,6,0,6,AI Engineer
8.53,1,0,0,1,1,1,1,1,1,7,1,4,Machine Learning Engineer
7.04,0,1,0,0,0,1,1,1,0,5,1,4,Business Analyst
8.49,1,1,0,0,0,0,0,0,1,3,1,1,Cloud Engineer
8.96,1,1,1,1,0,0,0,1,1,2,1,3,Cloud Engineer
7.89,1,1,1,0,0,0,0,0,0,7,1,3,Software Developer
7.96,0,1,0,1,0,0,1,1,0,5,0,1,Frontend Developer
8.11,1,1,1,1,0,0,1,1,1,2,1,0,Software Developer
7.3,1,1,0,1,0,0,1,1,1,1,1,4,Web Developer
6.98,1,0,1,1,1,0,1,1,1,4,0,6,Data Scientist
7.78,1,0,0,1,0,0,1,1,1,3,1,3,Web Developer
6.64,1,0,1,1,0,0,1,0,1,5,1,2,Data Analyst
7.66,1,1,1,1,0,1,1,1,0,4,0,3,Backend Developer
8.04,1,0,0,0,1,1,1,0,0,4,1,3,Machine Learning Engineer
7.97,1,1,0,0,0,0,1,1,1,2,1,3,Cloud Engineer
7.09,1,0,1,0,0,0,1,1,0,4,1,2,Frontend Developer
6.85,0,0,0,1,0,0,1,1,1,6,1,0,Web Developer
8.59,0,1,0,1,1,0,0,1,1,1,0,1,Backend Developer
7.93,1,1,1,1,0,0,1,1,1,6,0,2,Backend Developer
8.64,1,0,1,1,1,1,0,1,0,3,1,2,Machine Learning Engineer
8.14,1,0,0,1,0,0,0,0,1,4,0,6,Cloud Engineer
7.13,1,1,1,1,0,0,0,1,0,5,0,3,Software Developer
9.92,1,1,0,1,1,0,1,1,1,2,1,0,Data Scientist
7.91,1,1,1,0,0,0,1,1,1,5,0,5,Backend Developer
8.03,0,1,1,1,0,0,0,0,0,4,1,4,Software Developer
7.09,0,0,0,1,0,0,1,0,1,1,1,3,Business Analyst
8.18,1,0,0,1,1,1,0,0,1,5,0,4,AI Engineer
7.54,1,1,0,1,1,1,0,0,0,1,1,3,AI Engineer
6.48,1,0,0,1,0,0,0,1,1,5,1,2,Web Developer
8.09,1,0,1,1,1,1,1,0,0,3,1,5,Data Scientist
7.58,1,0,1,0,0,1,1,0,1,4,0,2,Business Analyst
8.64,1,0,1,1,0,0,0,0,1,7,0,1,Backend Developer
8.54,1,1,1,0,0,1,1,0,1,4,1,1,Software Developer
8.81,1,1,1,1,0,0,0,1,0,7,1,6,Backend Developer
7.54,0,1,0,0,0,0,1,1,1,4,1,1,Web Developer
8.32,0,1,0,0,1,0,1,1,0,7,1,2,Web Developer
8.25,1,1,1,1,1,1,0,0,1,6,1,5,AI Engineer
8.48,1,0,0,0,1,1,0,0,1,3,1,0,Machine Learning Engineer
9.61,1,0,0,0,1,1,1,0,0,2,1,1,AI Engineer
7.62,1,1,0,1,0,0,0,0,0,3,0,1,Software Developer
7.72,0,0,1,1,0,1,0,1,0,4,1,3,Software Developer
7.81,1,0,0,1,1,0,1,0,0,3,1,3,Data Analyst
8.16,1,0,1,1,1,1,1,1,1,5,1,3,AI Engineer
8.06,1,0,0,1,0,0,1,0,0,2,1,2,Data Analyst
7.43,0,0,1,0,0,0,0,1,0,2,0,0,Frontend Developer
8.33,1,0,1,1,1,0,1,0,1,2,1,4,Data Scientist
7.33,1,0,0,1,1,1,1,0,0,2,0,2,Data Analyst
8.35,1,1,1,1,0,0,0,0,1,2,0,3,Cloud Engineer
8.05,0,1,0,1,1,0,0,0,1,3,0,2,Software Developer
7.49,1,1,1,0,0,0,0,1,0,3,1,4,Software Developer
7.93,1,0,0,1,0,0,0,1,1,3,1,2,Cloud Engineer
8.39,1,1,1,1,0,0,1,1,0,6,1,1,Software Developer
7.1,1,0,1,1,0,0,0,0,1,4,0,4,Cloud Engineer
9.48,1,0,1,1,1,1,1,1,1,3,1,2,AI Engineer
8.84,0,1,1,1,0,0,0,0,0,0,1,3,Software Developer
8.6,1,0,1,1,0,0,0,1,0,2,1,5,Software Developer
8.39,1,1,1,1,1,0,0,1,1,3,0,5,Backend Developer
6.95,1,1,0,1,1,1,1,0,1,4,1,5,Data Scientist
9.52,0,1,1,1,0,0,0,1,0,4,0,3,Software Developer
8.76,1,0,0,1,0,1,1,0,0,4,1,1,Data Analyst
9.02,0,1,1,0,0,0,0,1,1,8,1,3,Software Developer
7.12,1,1,1,1,0,0,0,0,1,3,0,2,Software Developer
7.36,1,1,0,1,0,0,0,1,1,8,0,1,Backend Developer
7.72,0,1,1,1,1,0,0,0,1,4,0,5,Backend Developer
6.17,1,0,0,0,0,0,1,1,0,4,1,2,Web Developer
9.54,1,0,1,0,1,1,0,0,1,5,1,4,AI Engineer
9.04,1,1,1,1,1,1,0,0,1,4,1,1,AI Engineer
6.58,0,1,1,0,0,0,0,1,0,3,0,0,Software Developer
8.14,0,0,0,1,0,0,1,0,0,2,1,1,Business Analyst
8.51,1,0,1,1,1,1,1,1,1,8,0,0,AI Engineer
7.57,1,0,0,1,1,0,1,1,0,8,0,5,Data Scientist
7.59,1,0,1,1,1,0,0,0,1,2,1,6,Cloud Engineer
8.89,1,1,1,1,1,1,1,0,1,8,1,5,AI Engineer
8.01,1,0,0,1,1,0,1,0,0,6,1,3,Data Analyst
9.18,1,1,1,0,0,0,0,0,1,2,1,2,Cloud Engineer
8.24,1,1,0,1,1,1,1,0,1,4,1,5,Machine Learning Engineer
9.02,1,0,0,1,0,1,1,0,1,5,1,3,Data Scientist
7.52,1,1,0,1,1,1,1,0,1,4,1,6,Machine Learning Engineer
7.7,0,1,0,1,1,0,1,0,0,4,0,2,Business Analyst
7.66,0,1,1,1,0,0,0,0,1,3,0,2,Cloud Engineer
8.66,1,1,1,0,1,1,1,0,0,1,1,2,Machine Learning Engineer
6.98,0,1,0,0,0,0,0,1,0,4,1,0,Web Developer
7.05,0,0,0,0,0,1,1,0,0,3,1,3,Business Analyst
7.07,0,1,0,0,0,0,1,1,0,2,1,1,Frontend Developer
6.67,1,0,0,1,0,0,1,0,0,5,0,1,Data Analyst
7.26,1,0,0,1,0,0,0,1,0,2,1,3,Web Developer
7.06,0,0,0,0,0,0,0,1,0,1,0,3,Frontend Developer
7.9,1,0,0,0,1,1,0,0,1,5,0,2,AI Engineer
7.65,1,1,1,1,0,0,0,1,1,3,1,4,Backend Developer
8.44,1,0,0,1,1,1,1,0,1,1,0,5,Data Scientist
8.6,1,1,0,0,0,0,0,0,1,6,1,1,Cloud Engineer
7.01,0,0,0,1,0,0,1,0,0,3,1,3,Business Analyst
9.55,1,0,1,1,1,1,1,1,0,5,0,6,AI Engineer
7.3,1,1,1,1,1,0,0,0,0,7,1,2,Backend Developer
8.76,0,1,0,1,0,0,0,1,1,2,0,1,Software Developer
7.49,0,0,0,0,0,0,0,1,1,4,0,5,Frontend Developer
7.37,1,1,1,1,1,0,1,0,0,0,0,2,Data Analyst
6.46,1,0,0,1,0,0,1,0,1,2,0,1,Data Analyst
8.75,1,0,1,1,1,1,1,0,0,6,0,4,Machine Learning Engineer
7.73,0,1,1,1,0,0,0,1,0,1,1,2,Backend Developer
8.6,1,1,1,1,0,0,0,1,1,2,1,3,Backend Developer
8.11,1,0,1,1,1,1,1,0,1,1,1,3,AI Engineer
7.76,1,0,0,1,0,0,1,0,0,4,1,2,Data Analyst
5.86,1,1,0,1,1,0,1,0,1,5,1,6,Data Scientist
8.75,1,1,1,1,1,1,1,0,0,2,1,1,Machine Learning Engineer
9.01,1,1,1,1,0,0,0,1,0,4,1,1,Backend Developer
8.68,1,0,0,1,0,0,0,1,1,3,0,2,Cloud Engineer
7.79,1,0,0,1,1,1,1,0,0,2,1,4,Data Scientist
6.02,1,0,0,1,0,0,1,1,1,3,0,3,Business Analyst
8.33,1,1,1,1,1,1,0,0,1,5,0,6,AI Engineer
7.36,1,1,1,1,0,1,0,1,0,6,0,3,Backend Developer
9.03,1,0,0,1,1,0,1,0,0,6,1,5,Data Scientist
7.64,1,0,0,1,1,1,1,0,0,1,1,6,Machine Learning Engineer
7.98,1,1,1,1,0,0,0,0,0,4,1,2,Software Developer
7.3,0,1,1,1,0,0,0,1,0,1,1,0,Software Developer
7.36,0,0,0,1,0,0,0,1,1,4,0,1,Web Developer
8.98,1,1,1,1,0,0,0,0,1,4,1,4,Cloud Engineer
8.04,1,1,0,1,0,1,0,1,1,5,1,3,Cloud Engineer
8.46,1,1,0,1,0,0,0,0,1,6,0,1,Cloud Engineer
8.5,0,1,1,1,0,0,1,0,0,3,1,3,Backend Developer
7.56,0,0,0,1,1,0,1,0,1,4,0,3,Business Analyst
6.93,1,0,0,1,0,0,0,1,1,5,1,5,Backend Developer
8.8,1,0,1,0,1,1,0,1,1,6,1,5,AI Engineer
9.02,1,0,0,1,1,1,0,1,0,8,1,6,AI Engineer
8.48,1,1,0,1,1,1,0,1,1,6,1,1,Machine Learning Engineer
7.3,0,1,0,0,0,0,1,1,1,5,1,2,Frontend Developer
8.73,1,0,1,1,1,0,1,1,0,5,1,1,Machine Learning Engineer
6.97,0,0,0,1,0,0,1,1,0,4,0,0,Data Analyst
7.43,0,0,1,0,0,0,0,1,1,4,1,3,Web Developer
9.0,1,1,0,1,1,0,0,1,0,3,1,1,Software Developer
9.13,1,1,0,0,0,0,0,1,1,5,1,3,Cloud Engineer
8.48,0,0,0,1,0,0,1,1,0,6,0,2,Frontend Developer
6.74,1,0,0,1,0,0,1,0,0,3,0,3,Frontend Developer
7.79,1,0,0,1,0,0,1,0,0,5,1,2,Business Analyst
8.47,1,0,0,1,1,0,1,0,1,3,1,6,Machine Learning Engineer
7.76,1,0,1,1,0,0,0,0,1,0,0,3,Cloud Engineer
7.27,0,0,0,0,0,0,1,1,0,4,1,4,Web Developer
7.84,1,1,1,1,0,1,1,0,1,2,0,1,Backend Developer
7.57,1,0,0,1,0,0,1,0,0,3,0,1,Data Analyst
7.23,0,1,1,1,1,0,0,1,1,3,0,1,Software Developer
8.02,1,1,1,1,1,0,1,0,0,6,1,1,Business Analyst
7.39,1,0,1,1,1,1,1,0,1,8,1,5,AI Engineer
6.63,0,1,0,0,0,0,1,1,1,5,1,0,Frontend Developer
8.23,1,1,1,0,0,0,0,1,1,4,0,4,Software Developer
7.56,1,1,1,1,0,0,0,1,1,5,0,0,Software Developer
7.38,1,0,0,1,0,0,0,0,0,5,1,3,Business Analyst
8.57,1,0,1,1,1,1,1,0,0,8,0,2,AI Engineer
8.2,0,0,1,0,0,0,1,0,1,6,1,3,Backend Developer
8.61,1,0,0,1,1,1,1,0,1,5,0,5,Data Scientist
7.69,0,0,0,1,1,0,1,1,0,2,1,1,Data Analyst
8.21,0,1,1,1,0,0,0,1,1,5,1,2,Web Developer
7.68,0,1,0,1,0,0,1,0,0,4,1,3,Data Analyst
7.51,0,1,1,0,0,0,0,0,1,3,0,2,Software Developer
8.7,1,1,1,1,1,1,1,0,1,7,1,3,AI Engineer
8.32,1,0,0,1,1,1,1,0,0,4,1,0,Machine Learning Engineer
8.06,1,0,0,1,0,1,1,0,0,4,0,4,Data Analyst
7.67,1,1,1,1,0,1,0,1,1,2,1,3,Software Developer
7.32,1,0,1,1,0,1,0,0,0,2,1,1,Software Developer
7.62,1,1,0,1,0,0,1,0,0,1,1,4,Data Analyst
9.23,1,0,0,1,0,0,1,0,1,3,0,0,Data Analyst
7.21,1,0,0,0,0,0,1,0,0,8,0,2,Business Analyst
7.66,1,0,1,1,0,1,0,1,1,8,0,3,Backend Developer
7.31,1,1,0,0,0,0,0,0,1,0,0,5,Software Developer
6.39,1,0,0,0,0,0,1,1,0,3,1,1,Frontend Developer
8.1,1,1,1,1,0,0,0,1,0,6,0,1,Software Developer
8.98,0,0,0,1,0,0,0,1,1,1,1,4,Cloud Engineer
7.82,1,0,0,1,1,1,1,0,1,3,1,4,Data Scientist
7.87,1,0,0,1,0,0,0,0,0,4,0,2,Data Analyst
8.09,1,0,1,1,0,0,0,0,1,5,1,1,Cloud Engineer
7.96,1,0,0,0,0,0,1,1,0,5,1,1,Frontend Developer
7.31,1,1,1,0,0,0,0,0,0,8,0,3,Software Developer
7.27,1,0,0,0,0,0,1,1,0,3,0,0,Frontend Developer
8.51,1,1,0,1,1,1,1,0,1,5,1,3,AI Engineer
8.59,1,0,1,1,1,0,1,0,0,2,1,6,Data Scientist
8.13,0,1,0,1,1,1,1,1,0,3,0,4,Data Analyst
7.98,1,0,1,1,0,0,0,0,1,4,0,2,Cloud Engineer
7.36,0,0,0,1,0,0,1,1,0,5,1,2,Business Analyst
9.02,0,0,0,0,0,0,0,0,1,7,1,4,Cloud Engineer
7.02,1,0,0,1,1,0,1,0,0,8,0,1,Data Analyst
8.04,1,0,1,0,1,1,1,1,1,6,1,3,Machine Learning Engineer
8.28,1,1,1,0,1,0,0,1,0,7,1,2,Machine Learning Engineer
8.29,1,0,0,1,1,1,1,0,0,1,1,3,Data Scientist
8.4,1,1,0,1,1,1,0,0,0,2,0,4,AI Engineer
8.41,1,1,1,0,1,1,1,1,0,4,0,5,AI Engineer
8.27,1,1,0,1,1,1,1,1,1,7,1,3,AI Engineer
7.9,1,1,1,1,0,0,1,1,0,3,1,0,Software Developer
7.94,1,1,0,1,0,0,0,0,0,4,0,4,Software Developer
7.88,1,1,0,1,1,1,1,0,0,3,1,1,Data Scientist
7.16,1,1,1,1,1,0,0,0,1,1,1,4,Backend Developer
8.37,1,1,1,1,0,0,0,1,1,1,1,2,Software Developer
8.5,1,0,0,1,1,1,1,0,1,2,0,3,AI Engineer
7.7,1,0,0,1,1,0,1,0,1,2,1,2,Data Analyst
9.17,1,0,1,1,0,1,0,1,1,4,1,0,Backend Developer
7.09,1,1,1,1,1,0,0,0,0,4,0,0,Software Developer
6.72,1,0,0,1,1,0,1,0,0,5,0,2,Data Analyst
8.54,1,1,0,1,1,1,1,0,1,7,1,4,Data Scientist
8.34,1,0,1,1,1,1,0,0,0,3,0,5,AI Engineer
6.7,0,0,0,0,0,0,0,1,0,4,0,0,Frontend Developer
7.89,0,1,0,1,0,0,1,1,0,3,1,3,Frontend Developer
7.52,1,0,1,1,1,1,1,0,1,4,1,3,AI Engineer
8.55,1,1,0,1,0,0,0,0,1,8,1,2,Software Developer
7.24,1,1,1,1,0,0,0,1,0,5,1,3,Software Developer
6.91,0,1,0,0,0,0,0,1,1,6,1,4,Frontend Developer
9.04,1,1,1,1,1,1,0,0,1,7,1,3,AI Engineer
8.6,1,0,1,1,1,1,0,1,0,5,1,4,Machine Learning Engineer
9.38,1,0,0,0,1,0,1,1,0,3,0,4,Data Scientist
7.1,1,1,0,1,1,0,1,1,1,4,1,1,Data Analyst
8.84,0,0,0,1,0,1,0,0,1,2,1,5,Data Scientist
8.83,1,0,1,0,0,0,0,0,1,2,1,3,Cloud Engineer
8.08,0,0,0,1,1,1,0,0,1,4,1,2,Data Analyst
8.06,1,0,1,0,1,1,1,0,0,7,0,6,AI Engineer
6.56,1,0,0,0,0,0,0,1,0,4,0,4,Frontend Developer
6.95,0,1,0,0,0,0,0,1,0,5,1,4,Frontend Developer
7.63,0,0,0,0,0,0,1,0,1,2,0,5,Data Analyst
7.03,1,1,1,1,0,0,0,1,1,3,1,2,Backend Developer
7.98,1,1,0,0,0,1,0,1,1,3,1,1,Cloud Engineer
9.26,1,0,0,1,1,1,0,1,0,4,0,5,Data Scientist
9.71,1,0,1,1,1,1,1,0,0,5,1,2,AI Engineer
7.14,1,0,0,1,0,0,1,1,0,6,1,6,Web Developer
7.72,1,0,0,1,1,0,1,0,0,4,1,1,Data Scientist
7.82,1,1,1,1,0,0,0,0,1,6,1,2,Backend Developer
6.74,1,0,0,1,0,0,1,0,0,0,0,6,Data Analyst
9.23,1,1,0,1,0,0,0,1,0,2,1,6,Cloud Engineer
7.36,1,0,0,1,0,0,0,1,0,7,1,3,Web Developer
7.19,1,0,0,1,0,0,1,0,0,4,1,3,Data Analyst
5.54,0,0,0,0,0,0,0,1,1,1,1,3,Frontend Developer
7.4,0,0,0,0,0,0,1,1,0,2,0,2,Frontend Developer
8.02,1,1,0,1,0,0,1,0,0,0,0,2,Business Analyst
7.82,1,0,1,1,1,1,1,0,0,5,1,0,Data Scientist
8.19,0,0,0,1,0,0,0,0,1,6,1,3,Cloud Engineer
7.91,0,0,0,0,0,0,1,1,0,1,1,3,Business Analyst
8.73,1,0,1,1,0,1,1,0,1,5,1,2,AI Engineer
8.64,1,0,0,1,1,0,1,0,1,7,1,4,Data Scientist
8.58,1,1,1,1,0,0,0,0,0,8,1,1,Software Developer
7.15,1,0,1,0,1,1,1,0,1,8,1,3,AI Engineer
7.5,1,0,0,1,0,0,1,0,0,2,1,1,Data Analyst
7.06,1,0,0,1,0,0,1,1,0,4,1,2,Data Analyst
7.08,1,0,1,1,1,1,1,1,0,3,0,3,Data Scientist
8.69,1,0,0,1,1,1,1,0,1,6,1,4,Machine Learning Engineer
9.61,1,0,1,1,1,0,0,0,0,6,1,1,Software Developer
7.44,1,1,0,1,0,0,0,0,1,3,0,2,Cloud Engineer
7.41,1,1,0,0,1,0,0,0,1,2,0,5,Cloud Engineer
8.4,1,1,0,1,0,0,0,1,0,8,0,2,Software Developer
7.85,0,0,0,1,0,0,0,0,0,2,0,4,Business Analyst
6.55,1,0,0,1,1,0,0,1,1,4,1,1,Software Developer
7.74,1,0,0,0,1,1,1,0,1,4,1,2,Data Scientist
8.98,1,1,0,1,0,0,1,0,1,6,1,3,Cloud Engineer
6.76,0,0,0,1,0,0,1,0,0,2,0,3,Data Analyst
7.03,0,0,0,1,0,0,1,1,1,3,1,5,Data Analyst
8.81,1,1,0,1,1,0,0,1,1,6,1,3,Cloud Engineer
7.96,1,1,0,0,0,0,0,0,1,6,1,4,Cloud Engineer
8.6,1,1,0,1,0,0,0,0,1,3,0,1,Backend Developer
8.75,1,0,1,0,1,1,1,0,1,4,1,2,AI Engineer
8.7,1,1,0,0,1,1,0,0,1,2,1,1,AI Engineer
9.24,1,0,1,1,1,1,1,1,1,6,1,4,Data Scientist
6.97,0,0,0,0,0,1,1,0,0,5,1,4,Business Analyst
7.67,0,0,0,0,0,0,0,1,0,3,0,0,Frontend Developer
7.95,1,0,0,0,0,1,0,0,1,2,1,6,Cloud Engineer
7.74,1,0,0,1,1,0,1,0,0,3,0,4,Business Analyst
7.96,1,1,1,1,0,0,0,1,1,2,1,2,Backend Developer
7.29,1,1,1,1,0,0,0,0,1,2,1,3,Software Developer
8.37,1,0,1,1,1,1,1,0,0,5,0,4,Machine Learning Engineer
8.67,1,0,0,1,1,1,1,1,1,7,0,6,AI Engineer
8.05,0,1,1,0,0,0,1,0,1,1,0,2,Cloud Engineer
7.55,1,0,0,1,1,0,1,0,0,1,0,1,Data Analyst
8.02,1,1,0,1,1,0,0,0,1,3,0,5,Cloud Engineer
7.89,1,1,1,1,0,0,0,1,0,3,0,2,Software Developer
8.77,1,1,1,1,0,1,1,1,1,4,1,1,Software Developer
7.58,1,0,0,1,0,0,0,1,1,1,0,1,Web Developer
7.44,1,1,1,1,0,0,0,0,1,2,1,5,Cloud Engineer
9.27,1,0,1,1,1,0,0,1,1,7,0,1,Backend Developer
8.92,1,1,0,0,0,0,0,0,1,4,1,4,Cloud Engineer
8.69,0,0,1,1,0,0,1,1,0,4,1,1,Web Developer
7.82,0,0,0,1,0,0,1,1,1,3,0,3,Cloud Engineer
7.7,1,1,1,1,1,0,0,1,1,1,1,2,Backend Developer
7.66,1,1,0,1,1,0,1,0,1,6,1,4,Data Scientist
7.78,0,1,1,1,0,0,0,1,1,5,1,2,Backend Developer
10.0,1,0,1,1,1,1,1,1,1,6,1,0,AI Engineer
8.4,1,1,0,0,0,0,0,1,1,2,1,4,Cloud Engineer
8.13,1,1,1,1,1,1,1,0,0,5,1,2,AI Engineer
7.99,1,1,0,0,0,0,1,1,0,5,1,0,Frontend Developer
8.39,0,0,0,0,0,0,1,1,0,4,0,0,Frontend Developer
6.86,0,0,0,1,0,0,1,0,0,4,1,1,Business Analyst
9.76,1,0,1,1,1,0,0,0,0,3,1,2,Data Scientist
9.98,1,1,0,0,0,0,0,1,1,2,1,2,Cloud Engineer
7.96,1,0,0,1,1,1,1,1,0,5,1,6,Machine Learning Engineer
8.26,1,1,0,1,1,0,1,0,1,8,1,0,Data Scientist
7.33,1,0,0,1,0,0,0,1,1,6,1,1,Web Developer
7.07,1,0,1,1,0,0,0,1,0,5,1,6,Web Developer
6.64,1,1,1,1,0,0,0,1,1,5,1,2,Backend Developer
7.23,1,0,0,1,1,0,1,0,0,3,1,4,Data Analyst
6.47,1,0,0,1,0,0,1,0,1,5,1,4,Data Analyst
7.52,1,1,0,1,1,0,0,1,0,4,1,3,Backend Developer
7.4,0,0,0,1,0,0,1,0,0,2,1,1,Business Analyst
8.16,0,0,0,1,0,0,1,0,0,2,0,1,Business Analyst
8.97,1,0,1,1,1,1,1,0,1,3,1,2,Machine Learning Engineer
7.57,0,1,1,1,0,0,0,1,1,3,0,4,Software Developer
9.25,0,1,1,1,0,0,0,0,1,4,1,2,Cloud Engineer
8.07,1,1,1,1,0,0,0,1,1,5,0,6,Backend Developer
8.39,1,0,0,1,0,0,1,1,1,2,1,4,Business Analyst
7.65,0,1,0,1,0,0,0,1,1,4,1,4,Cloud Engineer
8.33,1,1,1,1,1,1,0,0,0,7,1,6,Machine Learning Engineer
5.92,0,0,0,1,0,1,0,1,0,4,1,1,Web Developer
9.17,1,0,0,1,0,0,1,0,0,1,1,5,Business Analyst
8.56,1,1,1,1,1,1,0,0,0,5,0,4,AI Engineer
8.36,1,1,1,0,0,0,0,1,1,4,0,1,Cloud Engineer
8.11,1,1,0,1,0,1,1,0,1,7,1,2,Data Analyst
8.38,1,1,0,1,1,0,1,1,1,2,1,3,Cloud Engineer
6.4,0,0,0,0,0,0,1,1,0,3,0,1,Frontend Developer
7.77,1,0,1,1,1,1,0,0,0,3,1,2,Machine Learning Engineer
5.95,1,1,1,1,0,0,0,0,1,6,0,2,Backend Developer
7.34,0,1,0,1,0,0,0,1,1,5,0,1,Web Developer
6.36,0,0,1,1,1,0,1,0,0,2,0,4,Business Analyst
7.26,0,0,1,1,0,0,1,1,0,7,1,1,Frontend Developer
6.58,0,0,0,1,0,0,1,1,1,6,0,1,Frontend Developer
7.7,1,0,0,1,0,0,1,0,0,2,0,4,Data Analyst
7.43,1,0,0,1,0,0,0,1,1,3,0,6,Cloud Engineer
6.84,0,0,0,1,0,0,0,1,0,5,0,3,Frontend Developer
8.33,1,0,1,1,1,1,1,0,1,5,0,6,Machine Learning Engineer
7.11,0,1,0,0,0,0,0,1,0,3,1,0,Frontend Developer
6.61,1,1,1,1,0,0,1,1,1,2,0,6,Backend Developer
7.53,1,0,0,1,1,1,1,0,0,4,1,2,Data Scientist
8.71,0,1,1,1,0,0,1,1,1,5,0,2,Backend Developer
7.7,0,0,0,1,0,0,0,1,0,2,0,2,Frontend Developer
7.46,0,1,0,1,0,0,0,1,0,2,1,3,Web Developer
8.46,1,1,0,1,1,0,0,1,1,4,0,3,Cloud Engineer
7.32,1,0,0,0,0,1,1,0,0,1,1,2,Data Analyst
7.4,0,0,1,0,0,0,1,1,0,3,0,3,Frontend Developer
8.81,1,0,1,1,1,1,1,0,1,7,1,1,Data Scientist
7.62,1,1,1,1,0,0,0,1,1,3,1,4,Software Developer
6.64,1,0,1,1,0,0,1,0,0,3,0,1,Data Analyst
7.95,0,0,0,1,0,0,1,0,1,2,1,2,Business Analyst
8.24,0,0,0,0,0,0,1,1,0,4,0,1,Frontend Developer
8.92,1,0,0,1,1,1,1,0,1,5,1,4,Data Scientist
8.5,1,1,1,1,1,1,0,0,0,5,1,5,Machine Learning Engineer
8.52,1,0,0,1,1,1,1,0,1,2,1,3,AI Engineer
8.2,1,0,1,1,1,0,0,0,1,3,1,6,Machine Learning Engineer
7.44,1,0,0,1,1,1,1,0,1,5,0,0,Data Scientist
8.05,1,0,0,1,1,0,1,0,0,3,1,1,Data Scientist
8.59,1,0,0,1,1,0,1,1,1,3,1,3,AI Engineer
7.9,1,1,1,1,0,0,0,0,1,6,0,0,Cloud Engineer
7.16,0,0,0,0,0,0,0,1,0,1,1,1,Web Developer
7.56,1,1,1,1,0,0,0,1,1,0,1,4,Backend Developer
8.08,1,0,1,1,1,0,0,1,0,2,1,5,Backend Developer
7.95,1,1,0,0,0,0,0,1,0,5,1,3,Backend Developer
7.6,0,1,1,1,1,0,0,1,1,2,1,3,Cloud Engineer
7.3,1,1,1,1,0,0,0,1,0,8,0,2,Software Developer
7.58,1,0,1,1,0,0,0,1,1,2,1,4,Backend Developer
6.83,0,0,0,0,0,0,0,1,0,5,1,5,Frontend Developer
8.54,1,0,0,1,1,1,1,1,1,8,0,3,AI Engineer
8.75,0,1,1,1,0,0,1,0,1,7,1,1,Backend Developer
7.92,0,1,1,0,0,1,0,0,1,5,1,4,Cloud Engineer
7.67,0,0,0,1,0,0,1,1,0,4,0,2,Data Analyst
8.2,1,0,1,1,1,1,1,0,0,1,1,3,Data Scientist
6.69,0,0,0,0,0,0,0,0,1,7,0,3,Business Analyst
7.44,1,0,0,1,0,0,0,0,0,6,0,3,Data Analyst
7.67,0,1,0,1,0,0,1,1,1,2,1,2,Backend Developer
6.94,1,0,0,0,0,0,1,1,1,1,1,3,Web Developer
8.45,1,1,0,1,0,0,0,1,1,6,1,1,Cloud Engineer
7.2,1,1,1,1,0,0,0,1,0,4,0,2,Backend Developer
6.36,0,0,1,0,0,0,0,1,0,3,0,3,Frontend Developer
6.3,1,0,1,1,0,0,1,1,1,7,0,4,Software Developer
7.17,1,1,0,1,0,0,0,0,1,5,0,3,Cloud Engineer
7.46,1,1,1,1,1,0,0,1,1,8,1,4,Backend Developer
7.14,0,1,0,0,0,0,0,1,0,3,1,5,Frontend Developer
8.46,1,0,0,1,1,0,1,0,0,5,0,4,Data Analyst
7.82,1,0,0,1,0,1,1,0,0,4,1,2,Data Analyst
7.45,1,0,1,1,0,0,0,1,0,2,0,5,Web Developer
7.62,1,1,0,0,1,1,0,0,1,6,0,4,Machine Learning Engineer
7.92,1,0,0,1,1,0,1,0,0,4,0,1,Data Analyst
7.56,1,1,0,1,0,0,0,1,1,2,1,1,Web Developer
